SDFB Relationship ID,Person 1 ID,Person 2 ID,Original Confidence,Maximum Confidence
100200613,10052393,10007032,100,100
100200615,10054803,10007032,100,100
100200616,10051482,10013179,100,100
100200617,10052393,10012279,100,100
100200628,10051582,10051617,100,100
100200644,10054812,10006892,50,50
100200647,10008788,10054767,100,100
100200646,10054727,10054736,100,100
100200559,10008079,10010508,62,85
100200581,10004533,10051882,100,100
100200583,10051673,10051882,100,100
100200608,10052393,10002023,100,100
100200580,10054796,10007146,100,100
100200578,10013271,10005836,60,60
100200585,10054791,10004533,100,100
100200587,10051882,10006266,100,100
100200588,10051576,10001243,100,100
100200591,10051060,10012119,100,100
100200597,10051891,10012117,100,100
100200594,10003982,10050824,100,100
100200603,10052393,10006279,100,100
100200619,10012213,10052304,100,100
100200635,10052221,10002230,100,100
100200634,10051582,10011469,100,100
100200556,10054788,10006731,100,100
100200636,10051511,10011467,100,100
100200605,10001916,10002223,100,100
100200638,10054807,10052221,100,100
100200618,10054805,10054761,100,100
100200622,10054805,10005716,100,100
100200586,10054791,10051882,100,100
100200590,10054799,10002223,100,100
100200598,10052073,10012117,100,100
100200614,10051482,10001243,100,100
100200600,10002738,10052073,100,100
100200601,10054802,10052073,100,100
100200596,10054730,10054796,100,100
100200604,10052393,10006263,100,100
100200626,10051582,10051511,100,100
100200606,10054803,10052393,100,100
100200607,10051564,10013079,100,100
100200620,10007652,10052342,100,100
100200624,10050995,10006276,100,100
100200625,10051582,10054784,100,100
100200627,10013172,10005716,76,76
100200610,10001613,10054801,76,76
100200639,10054807,10011776,100,100
100200641,10054808,10009121,100,100
100200595,10052073,10051617,100,100
100200599,10011322,10012117,100,100
100200655,10054817,10050065,90,100
100200602,10013172,10012117,60,60
100200612,10054803,10002023,100,100
100200611,10050392,10013079,100,100
100200621,10051582,10050995,100,100
100200623,10052304,10003879,100,100
100200629,10051582,10006281,100,100
100200631,10051582,10051899,100,100
100200637,10005223,10050793,60,60
100200648,10054774,10054805,100,100
100200643,10054811,10006421,100,100
100200645,10054766,10002269,100,100
100200640,10054807,10002230,100,100
100200642,10054693,10004122,100,100
100200210,10050164,10002021,100,100
100200650,10054815,10005688,100,100
100200651,10054816,10050032,100,100
100200652,10005392,10050065,60,100
100200654,10054817,10008705,82,100
100200657,10054734,10054703,60,60
100200656,10054817,10005392,85,100
100200653,10054817,10010937,67,100
100200658,10002546,10054794,100,100
100200659,10054822,10006237,60,60
100200660,10054822,10003655,60,60
100200661,10054822,10002244,60,60
100200663,10054825,10054822,60,60
100200662,10054825,10006137,100,60
100200664,10054825,10003655,60,60
100200665,10054825,10006134,100,100
100200666,10054825,10006731,80,60
100200667,10012120,10005504,100,100
100200668,10050585,10002772,100,81
100200669,10050585,10005504,80,60
100200670,10009754,10005504,60,60
100200672,10006492,10003549,100,60
100200671,10012951,10001021,100,100
100200673,10054827,10054828,60,60
100200674,10054825,10012890,60,60
100200675,10000712,10006472,95,95
100200680,10001827,10054830,100,100
100200682,10054829,10006472,94,94
100200684,10054829,10005483,100,100
100200679,10000772,10054830,100,100
100200683,10054829,10000712,100,100
100200685,10054829,10010858,100,100
100200689,10002902,10012122,100,100
100200676,10054830,10054829,100,100
100200677,10003058,10054830,100,100
100200678,10009981,10054830,100,100
100200681,10054830,10010972,90,90
100200686,10054832,10054829,90,90
100200687,10054832,10054830,90,90
100200688,10002902,10005504,100,100
100200693,10005740,10008942,100,100
100200696,10012363,10005740,100,100
100200691,10006621,10003648,100,100
100200710,10001518,10003913,91,91
100200697,10005361,10012363,76,76
100200713,10002791,10004625,60,60
100200692,10005291,10011623,50,75
100200695,10013001,10005740,100,100
100200714,10004625,10011774,100,100
100200694,10005740,10003725,100,100
100200701,10054844,10008059,100,100
100200705,10012776,10005740,60,100
100200709,10001831,10005740,100,100
100200698,10004307,10005740,100,100
100200699,10000752,10005740,100,100
100200700,10008059,10005740,100,100
100200702,10005740,10001956,100,100
100200707,10054846,10005740,100,100
100200703,10012272,10005740,100,100
100200704,10054845,10005740,100,100
100200708,10000112,10005740,100,100
100200706,10002162,10005740,100,100
100200711,10054830,10054843,100,100
100200712,10054847,10007461,100,100
100200716,10054848,10000621,100,100
100200719,10009307,10004625,100,100
100200715,10054848,10004625,100,100
100200717,10054848,10006784,100,100
100200720,10005781,10004625,100,100
100200721,10005781,10007541,100,100
100200732,10054852,10009672,100,100
100200722,10005006,10001993,18,18
100200723,10006266,10011325,60,60
100200724,10006581,10006012,77,77
100200725,10003315,10012020,100,100
100200726,10011102,10008309,90,90
100200727,10011102,10011103,100,100
100200042,10050032,10005658,100,100
100200729,10002157,10013290,100,100
100200730,10054851,10008308,100,100
100200731,10054851,10009672,90,90
100200734,10054852,10008309,100,100
100200735,10008308,10054852,100,100
100200737,10054853,10003274,60,60
100200736,10011476,10003372,100,100
100200738,10054853,10005904,100,100
100200739,10050164,10009592,100,100
100200740,10007256,10006553,56,56
100200260,10050190,10003048,100,100
100200743,10054855,10005084,100,100
100200744,10054855,10006241,100,100
100200745,10054856,10005084,100,100
100200746,10054857,10010605,100,100
100200747,10054857,10006266,100,100
100200749,10054857,10010603,60,100
100200750,10054858,10010603,60,100
100200742,10054854,10006241,60,100
100200752,10054859,10011676,100,100
100200759,10054865,10010249,100,100
100200753,10054861,10001189,100,100
100200754,10054861,10001332,100,100
100200755,10054862,10001332,100,100
100200756,10054864,10009844,100,100
100200772,10054872,10011681,100,100
100200757,10054864,10005032,100,100
100200760,10002823,10010255,60,60
100200741,10005084,10005083,60,100
100200748,10054857,10054794,100,100
100200751,10054859,10012720,100,100
100200758,10054865,10009248,100,100
100200761,10009547,10009549,100,100
100200766,10054863,10013276,100,100
100200762,10054866,10000311,100,100
100200770,10054870,10012119,100,100
100200764,10054861,10003500,71,71
100200765,10054863,10003500,76,76
100200768,10011091,10003508,86,86
100200763,10054866,10000316,100,100
100200769,10054869,10052359,100,100
100200771,10054872,10013271,100,100
100200773,10054874,10007298,100,100
100200774,10001332,10054874,100,100
100200775,10054861,10054874,100,100
100200776,10054874,10054862,100,100
100200777,10054875,10001332,100,100
100200778,10054875,10054874,100,100
100200779,10054875,10054862,100,100
100200780,10054875,10054861,100,100
100200781,10054876,10054874,100,100
100200782,10054877,10011670,100,100
100200783,10009860,10007966,60,60
100200784,10054878,10004692,100,100
100200787,10004783,10000444,100,100
100200785,10054878,10002021,100,100
100200786,10054878,10004783,100,100
100200788,10054879,10013231,100,100
100200789,10054881,10013231,60,60
100200790,10054881,10004783,60,60
100200791,10054880,10004783,100,100
100200792,10054882,10004783,100,100
100200793,10054880,10054881,100,100
100200794,10054880,10013231,60,60
100200795,10054880,10054882,100,100
100200796,10054881,10054882,100,100
100200797,10054882,10013231,100,100
100200802,10000815,10010543,60,60
100200803,10004092,10000815,100,100
100200799,10054873,10006959,100,100
100200800,10054873,10005504,82,82
100200798,10054873,10006611,60,100
100200801,10000815,10010424,100,100
100200807,10054885,10008762,60,84
100200804,10007364,10010670,60,60
100200805,10007364,10002721,96,96
100200806,10054885,10007364,60,60
100200767,10054868,10000323,98,98
100200818,10005739,10010431,91,91
100200808,10007364,10054886,100,100
100200809,10054887,10009112,91,91
100200810,10001419,10054887,79,79
100200811,10005491,10001275,100,100
100200813,10054888,10008812,60,84
100200814,10054888,10006459,73,73
100200815,10054888,10006895,89,89
100200816,10054888,10054889,100,100
100200817,10010973,10054888,60,60
100200819,10005841,10010431,60,67
100200820,10054891,10010431,60,60
100200821,10010431,10054888,82,82
100200822,10054892,10010431,60,75
100200823,10054892,10005491,86,86
100200825,10054893,10005491,76,76
100200826,10000716,10004726,60,60
100200827,10000716,10005616,100,100
100200828,10000716,10001668,60,60
100200829,10011245,10009885,100,100
100200830,10011245,10001668,100,100
100200831,10011245,10005616,60,60
100200832,10011245,10001254,60,60
100200840,10054900,10008812,73,73
100200841,10054900,10010431,71,71
100200834,10007859,10009112,90,90
100200835,10006142,10007859,60,60
100200836,10001419,10007859,82,82
100200842,10054901,10010431,77,77
100200843,10054902,10005491,100,100
100200837,10007859,10012466,60,60
100200838,10007859,10013084,47,47
100200839,10054898,10001419,87,87
100200844,10054902,10001275,100,100
100200845,10001275,10054901,60,60
100200846,10001275,10054893,60,60
100200847,10003179,10005491,60,60
100200848,10001275,10054890,70,70
100200850,10054903,10011774,100,100
100200851,10054903,10001275,60,60
100200849,10054890,10000400,60,60
100200852,10054903,10054900,100,100
100200853,10001275,10054900,60,79
100200854,10054900,10054901,83,83
100200855,10054904,10054900,77,77
100200856,10054904,10010431,80,80
100200857,10054904,10001275,80,80
100200858,10054905,10054900,77,77
100200859,10054905,10005491,88,88
100200860,10054900,10002867,75,75
100200861,10010344,10001275,60,60
100200862,10001275,10008451,74,74
100200863,10054904,10054901,60,60
100200864,10009828,10001275,60,60
100200865,10054906,10005491,100,100
100200812,10009828,10010431,60,60
100200866,10054907,10005491,100,100
100200867,10054908,10005491,60,100
100200868,10054908,10054907,100,100
100200869,10054909,10005491,60,100
100200870,10054893,10010431,92,92
100200871,10006590,10005491,100,100
100200872,10005491,10006462,60,80
100200873,10005491,10006459,82,82
100200874,10005491,10000257,88,88
100200875,10054918,10005491,77,81
100200876,10054919,10005491,100,100
100200883,10005491,10012482,60,60
100200877,10054919,10006459,60,60
100200878,10005773,10005491,60,60
100200879,10054921,10005491,60,60
100200880,10054922,10005491,77,77
100200881,10054926,10003179,99,100
100200884,10054930,10012844,100,100
100200885,10005491,10054911,60,100
100200886,10054911,10005867,100,100
100200888,10001275,10002446,95,95
100200887,10001275,10001418,69,69
100200889,10054923,10001275,60,60
100200890,10001275,10054926,84,84
100200891,10005491,10054926,60,96
100200892,10054897,10005491,93,93
100200893,10005491,10054896,88,88
100200894,10054894,10054896,75,75
100200895,10054894,10054895,100,100
100200896,10054897,10054894,74,74
100200903,10054896,10054897,78,78
100200897,10054894,10003179,81,97
100200898,10054893,10054895,60,60
100200904,10010862,10001275,60,96
100200899,10010344,10005491,100,100
100200882,10054927,10005491,60,60
100200900,10003179,10054893,60,60
100200901,10003179,10054902,78,78
100200902,10054893,10054896,60,60
100200905,10005491,10005161,87,87
100200906,10011743,10005491,60,60
100200907,10011743,10005739,73,73
100200908,10001864,10004125,100,100
100200909,10004775,10009262,90,90
100200910,10054893,10054927,80,80
100200912,10009683,10010299,60,60
100200913,10009683,10010708,51,51
100200914,10009683,10007171,50,50
100200915,10051383,10012892,50,50
100200916,10051383,10001442,100,100
100200917,10001442,10006170,100,100
100200918,10001442,10006152,50,50
100200919,10001442,10002977,100,100
100200920,10005350,10005880,50,50
100200921,10051427,10010708,50,50
100200922,10010708,10004224,50,50
100200923,10010708,10002977,100,100
100200924,10010708,10006152,50,50
100200925,10010708,10010299,100,100
100200926,10010708,10011821,50,50
100200927,10010708,10007171,100,100
100200928,10007171,10004224,100,100
100200911,10000944,10003801,60,60
100200929,10054685,10001885,100,100
100200933,10054833,10054838,100,100
100200936,10054951,10011817,100,100
100200931,10054833,10054836,60,100
100200932,10054833,10054837,100,100
100200934,10054833,10054839,100,100
100200935,10006529,10003066,100,100
100200937,10011754,10012346,75,75
100200938,10054950,10011090,100,100
100200939,10054950,10003743,100,100
100200940,10012346,10012347,83,85
100200941,10054949,10054833,100,100
100200942,10054955,10003069,100,100
100200950,10054957,10011817,100,100
100200952,10001223,10002759,100,100
100200960,10054960,10054955,100,100
100200690,10054833,10054835,100,100
100200930,10054833,10054834,100,100
100200943,10054955,10003066,100,100
100200944,10054840,10054833,100,100
100200945,10054833,10054841,100,100
100200953,10054956,10054958,100,100
100200955,10012346,10005741,67,67
100200959,10054961,10054951,100,100
100200946,10054833,10054842,100,100
100200947,10001223,10010606,100,100
100200948,10054955,10003068,100,100
100200949,10054952,10054954,74,75
100200961,10054960,10003066,100,100
100200951,10054957,10054951,100,100
100200954,10054956,10054959,85,91
100200962,10054963,10002342,100,100
100200956,10054960,10003912,100,100
100200957,10002342,10002343,100,100
100200958,10054958,10054959,100,100
100200963,10054960,10003069,100,100
100200964,10054963,10002343,100,100
100200965,10054965,10054955,100,100
100200966,10054965,10003066,100,100
100200967,10054965,10054960,100,100
100200969,10054965,10003069,100,100
100200970,10054965,10003912,100,100
100200971,10054966,10012423,100,100
100200972,10054968,10003069,100,100
100200973,10054967,10054969,60,60
100200975,10009050,10006442,70,70
100200976,10054970,10013045,100,100
100200974,10054963,10011681,60,60
100200977,10054971,10003066,100,100
100200978,10054972,10012117,80,80
100200979,10054972,10012492,100,100
100200980,10054972,10003366,70,70
100200981,10054972,10011475,76,76
100200982,10054972,10005505,100,100
